Num	RSSI	Frequency	Phase
184	-60.5	923.75	2.061670178918302
185	-60.5	923.75	2.2580197197676637
186	-61.0	923.75	1.7794177139473437
187	-60.5	923.75	2.1353012567368124
188	-61.0	923.75	2.098485717827557
189	-61.0	923.75	1.7548740213411735
190	-60.5	923.75	1.902136176978195
191	-61.0	923.75	2.086213871524472
192	-59.5	917.25	4.227651051412827
193	-59.5	917.25	4.221515128261284
194	-60.0	917.25	4.135612204139688
195	-60.0	917.25	4.2031073588066565
196	-59.5	917.25	4.196971435655114
197	-59.5	917.25	4.0558452031696355
198	-59.5	917.25	4.135612204139688
199	-60.0	917.25	4.01902966426038
200	-59.5	917.25	4.221515128261284
201	-59.5	917.25	4.074252972624263
202	-59.5	917.25	4.1172044346850605
203	-59.5	917.25	4.2092432819582
204	-59.0	911.25	6.2463697682703305
205	-59.0	911.25	6.22182607566416
206	-59.5	911.25	6.22182607566416
207	-59.5	911.25	6.277049384028044
208	-59.0	911.25	6.234097921967246
209	-59.0	911.25	0.02454369260617026
210	-59.5	911.25	6.209554229361076
211	-59.0	911.25	0.018407769454627694
212	-59.0	911.25	6.277049384028044
213	-59.0	911.25	6.252505691421874
214	-59.0	911.25	0.006135923151542565
215	-59.5	911.25	6.252505691421874
216	-58.5	913.25	5.50392306693368
217	-59.0	913.25	5.491651220630596
218	-58.5	913.25	5.497787143782138
219	-59.0	913.25	5.595961914206819
220	-59.0	913.25	5.577554144752192
221	-59.0	913.25	5.553010452146021
222	-58.5	913.25	5.516194913236766
223	-59.0	913.25	5.577554144752192
224	-58.5	913.25	5.663457068873787
225	-59.0	913.25	5.5714182216006485
226	-58.5	913.25	5.589825991055276
227	-58.5	913.25	5.638913376267617
228	-59.5	903.25	3.2090878082567613
229	-59.5	903.25	3.3011266555298997
230	-59.0	903.25	3.1968159619536762
231	-59.5	903.25	3.2459033471660166
232	-58.5	903.25	3.147728576741336
233	-59.0	903.25	3.2090878082567613
234	-59.0	903.25	3.08636934522591
235	-59.0	903.25	3.147728576741336
236	-58.5	903.25	3.0372819600135696
237	-59.0	903.25	3.11091303783208
238	-59.0	903.25	3.067961575771282
239	-59.0	903.25	3.0127382674073995
240	-59.5	920.75	3.0250101137104846
241	-59.5	920.75	2.9697868053466014
242	-59.5	920.75	3.031146036862027
243	-59.5	920.75	2.9268353432858034
244	-60.0	920.75	2.9084275738311756
245	-59.5	920.75	3.147728576741336
246	-59.0	920.75	2.945243112740431
247	-59.0	920.75	3.074097498922825
248	-59.0	920.75	3.0372819600135696
249	-59.0	920.75	2.9206994201342606
250	-59.5	920.75	3.0250101137104846
251	-59.0	920.75	2.9575149590435164
252	-60.0	926.75	1.1044661672776617
253	-60.5	926.75	1.000155473701438
254	-61.0	926.75	1.0983302441261191
255	-60.5	926.75	1.1044661672776617
256	-61.0	926.75	1.1290098598838318
257	-60.5	926.75	1.3437671701878218
258	-60.5	926.75	0.9878836273983529
259	-60.5	926.75	1.1106020904292042
260	-60.5	926.75	1.0799224746714913
261	-60.5	926.75	1.184233168247715
262	-61.0	926.75	0.8958447801252144
263	-60.5	926.75	1.227184630308513
264	-59.0	919.75	3.380893656499953
265	-59.0	919.75	3.2581751934691017
266	-59.0	919.75	3.3624858870453256
267	-59.0	919.75	3.3318062712876126
268	-59.0	919.75	3.2581751934691017
269	-59.0	919.75	3.2029518851052186
270	-59.0	919.75	3.3195344249845276
271	-59.5	919.75	3.2827188860752723
272	-59.0	919.75	3.2888548092268146
273	-59.0	919.75	3.2765829629237295
274	-59.0	919.75	3.2397674240144743
275	-59.0	919.75	3.2459033471660166
276	-58.0	910.75	0.12885438618239387
277	-58.0	910.75	0.1043106935762236
278	-58.0	910.75	0.1227184630308513
279	-58.0	910.75	0.16566992509164924
280	-58.0	910.75	0.09817477042468103
281	-57.5	910.75	0.07976700097005335
282	-57.5	910.75	0.11044661672776616
283	-58.0	910.75	0.07363107781851078
284	-57.5	910.75	0.07976700097005335
285	-57.5	910.75	0.14112623248547898
286	-58.0	910.75	0.018407769454627694
287	-58.5	910.75	0.07976700097005335
288	-58.0	911.75	5.93343768754166
289	-58.0	911.75	5.957981380147831
290	-58.0	911.75	5.970253226450915
291	-58.0	911.75	5.970253226450915
292	-58.0	911.75	6.037748381117884
293	-58.0	911.75	5.957981380147831
294	-58.0	911.75	5.915029918087033
295	-58.0	911.75	5.9518454569962875
296	-57.5	911.75	6.000932842208628
297	-58.0	911.75	6.105243535784852
298	-58.0	911.75	5.9518454569962875
299	-58.0	911.75	6.013204688511713
300	-60.0	922.75	2.2396119503130363
301	-60.0	922.75	2.2334760271614935
302	-60.0	922.75	2.36846633649543
303	-60.0	922.75	2.337786720737717
304	-60.0	922.75	2.2948352586769194
305	-60.0	922.75	2.356194490192345
306	-59.5	922.75	2.3746022596469727
307	-59.5	922.75	2.3009711818284617
308	-59.5	922.75	2.2948352586769194
309	-60.0	922.75	2.3930100291016
310	-60.0	922.75	2.435961491162398
311	-60.0	922.75	2.380738182798515
312	-59.5	923.25	2.1353012567368124
313	-59.5	923.25	2.1659808724945253
314	-59.5	923.25	2.2150682577068657
315	-59.5	923.25	2.2212041808584084
316	-60.0	923.25	2.172116795646068
317	-60.0	923.25	2.1659808724945253
318	-60.0	923.25	2.2518837966161214
319	-60.5	923.25	2.2212041808584084
320	-60.0	923.25	2.184388641949153
321	-60.0	923.25	2.2518837966161214
322	-60.5	922.25	2.313243028131547
323	-60.0	922.25	2.4605051837685683
324	-60.0	922.25	2.386874105950058
325	-61.0	922.25	2.478912953223196
326	-61.5	922.25	2.3623304133438876
327	-60.5	922.25	2.4727770300716534
328	-60.5	922.25	2.3071071049800045
329	-60.5	922.25	2.3071071049800045
330	-61.0	922.25	2.497320722677824
331	-60.0	922.25	2.3623304133438876
332	-60.5	922.25	2.405281875404685
333	-61.0	922.25	2.5034566458293663
334	-60.0	921.25	2.718213956133356
335	-59.5	921.25	2.804116880254952
336	-60.0	921.25	2.8286605728611223
337	-59.5	921.25	2.9820586516496865
338	-60.0	921.25	2.82252464970958
339	-59.5	921.25	2.8102528034064944
340	-60.5	921.25	2.779573187648782
341	-60.0	921.25	2.8716120349219203
342	-60.5	921.25	2.859340188618835
343	-60.0	921.25	2.7550294950426117
344	-61.5	921.25	2.7550294950426117
345	-60.5	921.25	2.7120780329818137
346	-60.5	921.25	2.6568547246179306
347	-60.5	921.25	2.82252464970958
348	-59.5	915.75	4.632621979414636
349	-60.0	915.75	4.706253057233147
350	-60.0	915.75	4.614214209960009
351	-60.0	915.75	4.589670517353839
352	-59.0	915.75	4.540583132141498
353	-59.5	915.75	4.577398671050753
354	-59.5	915.75	4.454680208019902
355	-59.0	915.75	4.4976316700806995
356	-59.5	915.75	4.442408361716817
357	-59.5	915.75	4.4362724385652745
358	-58.5	915.75	4.516039439535327
359	-59.5	915.75	4.473087977474529
360	-58.5	915.75	4.466952054322987
361	-59.0	909.75	0.5829126993965437
362	-59.5	909.75	0.4479223900626072
363	-59.5	909.75	0.4111068511533518
364	-59.0	909.75	0.3988350048502667
365	-58.5	909.75	0.46019423636569234
366	-58.5	909.75	0.5276893910326605
367	-59.0	909.75	0.4049709280018093
368	-58.5	909.75	0.4970097752749477
369	-58.5	909.75	0.5154175447295755
370	-58.0	909.75	0.5522330836388308
371	-58.5	909.75	0.4970097752749477
372	-58.0	914.25	5.098952138931871
373	-58.0	914.25	5.074408446325701
374	-57.5	914.25	5.117359908386499
375	-57.5	914.25	5.013049214810275
376	-57.5	914.25	5.0682725231741586
377	-57.5	914.25	5.031456984264903
378	-57.0	914.25	5.105088062083414
379	-58.0	914.25	5.154175447295755
380	-58.0	914.25	5.129631754689584
381	-58.0	914.25	5.141903600992669
382	-58.5	914.25	5.160311370447297
383	-58.0	914.25	5.209398755659637
384	-59.0	907.25	1.6444274046134073
385	-59.5	907.25	1.6444274046134073
386	-60.0	907.25	1.6198837120072371
387	-59.5	907.25	1.662835174068035
388	-60.0	907.25	1.6198837120072371
389	-60.0	907.25	1.576932249946439
390	-59.5	907.25	1.5707963267948966
391	-60.0	907.25	1.5585244804918115
392	-60.0	907.25	1.564660403643354
393	-59.5	907.25	1.564660403643354
394	-59.5	907.25	1.521708941582556
395	-59.5	907.25	1.576932249946439
396	-59.5	918.75	3.5772431973493153
397	-59.0	918.75	3.706097583531709
398	-59.0	918.75	3.5772431973493153
399	-59.5	918.75	3.6815538909255388
400	-59.0	918.75	3.6201946594101133
401	-58.5	918.75	3.56497135104623
402	-58.0	918.75	3.650874275167826
403	-58.0	918.75	3.6447383520162835
404	-58.5	918.75	3.718369429834794
405	-58.5	918.75	3.6447383520162835
406	-58.5	918.75	3.5588354278946874
407	-58.5	918.75	3.6386024288647407
408	-59.0	920.25	3.215223731408304
409	-59.0	920.25	3.1354567304382504
410	-59.5	920.25	3.067961575771282
411	-59.0	920.25	3.141592653589793
412	-59.0	920.25	3.074097498922825
413	-59.5	920.25	3.147728576741336
414	-59.0	920.25	3.074097498922825
415	-59.0	920.25	3.147728576741336
416	-59.0	920.25	2.988194574801229
417	-59.0	920.25	3.0127382674073995
418	-59.0	920.25	3.0250101137104846
419	-59.5	920.25	3.067961575771282
420	-58.5	905.25	2.1966604882522383
421	-58.0	905.25	2.184388641949153
422	-58.5	905.25	2.172116795646068
423	-58.5	905.25	2.172116795646068
424	-58.5	905.25	2.184388641949153
425	-58.0	905.25	2.1598449493429825
426	-58.5	905.25	2.2457478734645786
427	-58.5	905.25	2.1905245651006955
428	-58.5	905.25	2.2396119503130363
429	-59.0	905.25	2.3071071049800045
430	-59.0	905.25	2.2518837966161214
431	-59.0	905.25	2.3071071049800045
432	-59.0	909.25	0.5460971604872883
433	-59.0	909.25	0.6810874698212247
434	-59.0	909.25	0.6810874698212247
435	-59.0	909.25	0.7424467013366504
436	-58.5	909.25	0.7424467013366504
437	-58.5	909.25	0.6565437772150544
438	-59.0	909.25	0.7117670855789375
439	-58.5	909.25	0.6872233929727672
440	-58.5	909.25	0.6994952392758523
441	-59.0	909.25	0.7301748550335652
442	-59.0	909.25	0.7363107781851077
443	-59.0	909.25	0.5890486225480862
444	-58.0	916.25	4.381049130201391
445	-58.5	916.25	4.411728745959104
446	-59.0	916.25	4.381049130201391
447	-59.0	916.25	4.325825821837508
448	-58.0	916.25	4.3933209765044765
449	-58.5	916.25	4.362641360746763
450	-58.5	916.25	4.405592822807561
451	-59.0	916.25	4.319689898685965
452	-59.0	916.25	4.3
